연번,시도,시군구,섬이름,위도,경도,id_count,source_count,velocity_0_count,velocity_1_count,velocity_2_count,state_count,age_count,Points_0_count,Points_1_count,Points_2_count
649,경상남도,통영시,장구도,34.866504589999998,128.347778699999992,30,30,30,30,30,30,30,30,30,30
650,경상남도,통영시,유자도,34.905396289999999,128.299335700000000,,,,,,,,,,
651,경상남도,통영시,건대도,34.893036770000002,128.304856699999988,,,,,,,,,,
652,경상남도,통영시,대혈도,34.779033630000001,128.462191600000011,34,34,34,34,34,34,34,34,34,34
653,경상남도,통영시,소혈도,34.776117319999997,128.460843799999992,40,40,40,40,40,40,40,40,40,40
654,경상남도,통영시,동장도(동도),34.805259950000000,128.462116500000008,,,,,,,,,,
655,경상남도,통영시,소덕도,34.704354950000003,128.557476100000002,11,11,11,11,11,11,11,11,11,11
656,경상남도,통영시,매섬,34.652118479999999,128.572860999999989,1,1,1,1,1,1,1,1,1,1
657,경상남도,통영시,소구을비도,34.565995610000002,128.533187400000003,,,,,,,,,,
658,경상남도,통영시,대구을비도,34.579560559999997,128.548482799999988,,,,,,,,,,
659,경상남도,통영시,등가도,34.614210200000002,128.592177399999997,,,,,,,,,,
660,경상남도,통영시,가익도,34.643382539999998,128.538652500000012,,,,,,,,,,
661,경상남도,통영시,범여,34.720210880000003,128.452515099999999,19,19,19,19,19,19,19,19,19,19
662,경상남도,통영시,구멍섬,34.639820739999998,128.467528600000009,,,,,,,,,,
663,경상남도,통영시,갈리도,34.638813810000002,128.468254599999995,,,,,,,,,,
664,경상남도,통영시,노루여,34.703068790000003,128.456729700000011,,,,,,,,,,
665,경상남도,통영시,각수여(까치여),34.703205529999998,128.484086399999995,15,15,15,15,15,15,15,15,15,15
666,경상남도,통영시,바깥소당여,34.731432460000001,128.455422900000002,8,8,8,8,8,8,8,8,8,8
667,경상남도,통영시,춘복도,34.722424609999997,128.453335399999986,15,15,15,15,15,15,15,15,15,15
668,경상남도,통영시,장좌도(미생도),34.813122790000001,128.485327299999994,,,,,,,,,,
669,경상남도,통영시,하죽도,34.810882460000002,128.456399500000003,,,,,,,,,,
670,경상남도,통영시,대죽도,34.813620000000000,128.458709999999996,33,33,33,33,33,33,33,33,33,33
671,경상남도,통영시,해갑도,34.811047790000003,128.464609599999989,,,,,,,,,,
672,경상남도,통영시,각수서(각시여),34.749961159999998,128.459398300000004,91,91,91,91,91,91,91,91,91,91
673,경상남도,통영시,유자도,34.786251659999998,128.496347100000008,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188
674,경상남도,통영시,장재도,34.781517039999997,128.510135600000012,438,438,438,438,438,438,438,438,438,438
675,경상남도,통영시,송도,34.795424890000000,128.516373600000009,,,,,,,,,,
676,경상남도,통영시,벌여,34.758835290000000,128.507313600000003,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519
677,경상남도,통영시,어유도,34.656194169999999,128.575324700000010,,,,,,,,,,
678,경상남도,통영시,대덕도,34.698505560000001,128.546022200000010,13,13,13,13,13,13,13,13,13,13
679,경상남도,통영시,등대섬,34.619999999999997,128.548055599999998,,,,,,,,,,
680,경상남도,통영시,마당여,34.621058329999997,128.545208300000013,,,,,,,,,,
681,경상남도,통영시,누룽여,34.620051109999999,128.544953099999987,,,,,,,,,,
682,경상남도,통영시,촛대바위,34.617959350000000,128.548675599999996,,,,,,,,,,
683,경상남도,통영시,등대섬 부속섬1,34.618434340000000,128.550675699999999,,,,,,,,,,
684,경상남도,통영시,등대섬 부속섬2,34.619580740000004,128.550248600000003,,,,,,,,,,
685,경상남도,통영시,등대섬 부속섬3,34.619833100000001,128.549629000000010,,,,,,,,,,
686,경상남도,통영시,소지도,34.642847519999997,128.467311800000004,,,,,,,,,,
687,경상남도,통영시,공주도,34.833611110000000,128.429444399999994,374,374,374,374,374,374,374,374,374,374
688,경상남도,통영시,하항도,34.832777780000001,128.389999999999986,180,180,180,180,180,180,180,180,180,180
689,경상남도,통영시,중항도,34.836388890000002,128.380555600000008,110,110,110,110,110,110,110,110,110,110
690,경상남도,통영시,목섬,34.852222220000002,128.368055599999991,,,,,,,,,,
691,경상남도,통영시,지도,34.851944439999997,128.357222199999995,,,,,,,,,,
692,경상남도,통영시,필도,34.853333329999998,128.343888899999996,9,9,9,9,9,9,9,9,9,9
693,경상남도,통영시,소망자도,34.860833329999998,128.375833300000011,,,,,,,,,,
694,경상남도,통영시,망섬,34.861388890000001,128.378333300000008,,,,,,,,,,
695,경상남도,통영시,향촌,34.834444439999999,128.361388900000009,79,79,79,79,79,79,79,79,79,79
696,경상남도,통영시,이끼섬,34.832500000000003,128.316944400000011,1,1,1,1,1,1,1,1,1,1
697,경상남도,통영시,동자도,34.835833330000000,128.346666699999986,92,92,92,92,92,92,92,92,92,92
698,경상남도,통영시,월명도,34.818055559999998,128.344166699999988,11,11,11,11,11,11,11,11,11,11
699,경상남도,통영시,소장군도,34.785555559999999,128.360555599999998,,,,,,,,,,
700,경상남도,통영시,대장두도,34.769444440000001,128.382222200000001,,,,,,,,,,
701,경상남도,통영시,소장두도,34.767222220000001,128.382499999999993,,,,,,,,,,
702,경상남도,통영시,저도,34.754166669999996,128.391944400000000,,,,,,,,,,
703,경상남도,통영시,싸리섬,34.765277779999998,128.390833299999997,,,,,,,,,,
704,경상남도,통영시,연대도부속섬,34.734166670000000,128.395000000000010,,,,,,,,,,
705,경상남도,통영시,내부지도,34.709166670000002,128.395833299999993,,,,,,,,,,
706,경상남도,통영시,용두도,34.755555559999998,128.284722200000004,3526,3526,3526,3526,3526,3526,3526,3526,3526,3526
707,경상남도,통영시,화도1·2,34.803055559999997,128.256666700000011,,,,,,,,,,
708,경상남도,통영시,마항도,34.799722220000000,128.226111099999997,,,,,,,,,,
709,경상남도,통영시,잠도,34.795000000000002,128.250277799999992,,,,,,,,,,
710,경상남도,통영시,동도,34.799722220000000,128.247222200000010,,,,,,,,,,
711,경상남도,통영시,농가도,34.836111109999997,128.158888899999994,,,,,,,,,,
712,경상남도,통영시,대섬,34.820833329999999,128.177222199999989,,,,,,,,,,
713,경상남도,통영시,술미도,34.858888890000003,128.206388900000007,9,9,9,9,9,9,9,9,9,9
714,경상남도,통영시,구도,34.687777779999998,128.196111099999996,,,,,,,,,,
715,경상남도,통영시,거칠리도,34.679444439999997,128.220555600000012,,,,,,,,,,
716,경상남도,통영시,광도,34.674166669999998,128.258611099999996,,,,,,,,,,
717,경상남도,통영시,비상도,34.681653070000003,128.262707400000011,,,,,,,,,,
718,경상남도,통영시,안거칠리도,34.674999999999997,128.221944400000012,,,,,,,,,,
719,경상남도,통영시,난도,34.673333329999998,128.227777800000013,,,,,,,,,,
720,경상남도,통영시,모도,34.660833330000003,128.259166700000009,,,,,,,,,,
721,경상남도,통영시,사이도,34.666666669999998,128.266388900000010,,,,,,,,,,
722,경상남도,통영시,옥도,34.627777780000002,128.275000000000006,,,,,,,,,,
723,경상남도,통영시,국섬,34.540277779999997,128.435000000000002,,,,,,,,,,
724,경상남도,통영시,쑥섬(소봉도),34.671944439999997,128.307777799999997,,,,,,,,,,
725,경상남도,통영시,쑥섬(봉도),34.666944440000002,128.306111100000010,,,,,,,,,,
726,경상남도,통영시,적도,34.662222219999997,128.314999999999998,,,,,,,,,,
727,경상남도,통영시,소초도,34.621388889999999,128.319166700000011,13,13,13,13,13,13,13,13,13,13
728,경상남도,통영시,구멍섬,34.663888890000003,128.339444399999991,93,93,93,93,93,93,93,93,93,93
729,경상남도,통영시,우혈도,34.663055559999997,128.342777799999993,,,,,,,,,,
730,경상남도,통영시,반화도,34.654166670000002,128.351944400000008,,,,,,,,,,
731,경상남도,통영시,무명섬(사량면),34.838771199999996,128.172564599999987,,,,,,,,,,
732,경상남도,통영시,죽도부속섬,34.820715319999998,128.174643199999991,,,,,,,,,,
733,경상남도,통영시,딴독섬,34.826914000000002,128.142633700000005,,,,,,,,,,
734,경상남도,통영시,모자암(모자섬),34.817699339999997,128.198861700000009,,,,,,,,,,
735,경상남도,통영시,대호도1,34.763046439999997,128.226073700000001,62,62,62,62,62,62,62,62,62,62
736,경상남도,통영시,대호도2,34.763131510000001,128.227258000000006,58,58,58,58,58,58,58,58,58,58
737,경상남도,통영시,대호도3,34.768357330000001,128.227704600000010,35,35,35,35,35,35,35,35,35,35
738,경상남도,통영시,대호도4,34.775511889999997,128.223183599999999,13,13,13,13,13,13,13,13,13,13
739,경상남도,통영시,대호도5,34.777531820000000,128.214292699999987,22,22,22,22,22,22,22,22,22,22
740,경상남도,통영시,큰여,34.800002919999997,128.257239499999997,,,,,,,,,,
741,경상남도,통영시,가마섬(부도),34.770512949999997,128.367711299999996,,,,,,,,,,
742,경상남도,통영시,검둥여,34.692885029999999,128.402089999999987,,,,,,,,,,
743,경상남도,통영시,쑥섬(봉도),34.779278970000000,128.378946399999990,,,,,,,,,,
744,경상남도,통영시,무명섬(산양읍),34.802312340000000,128.441153100000008,,,,,,,,,,
745,경상남도,통영시,"복바위(필암, 붓바위)",34.801530999999997,128.440810699999986,,,,,,,,,,
746,경상남도,통영시,돛단여1,34.794254270000003,128.440705500000007,12,12,12,12,12,12,12,12,12,12
747,경상남도,통영시,돛단여2,34.794224659999998,128.440970099999987,12,12,12,12,12,12,12,12,12,12
748,경상남도,통영시,"무둠녀(두원여, 개구리여)",34.820135929999999,128.332326899999998,23,23,23,23,23,23,23,23,23,23
749,경상남도,통영시,상노대도토끼,34.673251999999998,128.225119000000007,,,,,,,,,,
750,경상남도,통영시,하서도(수렁여),34.695419610000002,128.277860000000004,,,,,,,,,,
751,경상남도,통영시,솔여도,34.689029150000003,128.271750999999995,,,,,,,,,,
752,경상남도,통영시,소두밤섬(소두방도),34.663509040000001,128.276899500000013,,,,,,,,,,
753,경상남도,통영시,큰새끼섬(국도부속섬2),34.536788469999998,128.436591999999990,,,,,,,,,,
754,경상남도,통영시,아래새끼섬(국도부속섬3),34.537389290000000,128.439188300000012,,,,,,,,,,
755,경상남도,통영시,중새끼섬(국도새끼섬1),34.537412539999998,128.437684899999994,,,,,,,,,,
756,경상남도,통영시,엿나리동섬,34.625482349999999,128.304998100000006,,,,,,,,,,
757,경상남도,통영시,옥섬(흰작살옥섬),34.646595689999998,128.265386699999993,,,,,,,,,,
758,경상남도,통영시,녹운도,34.627636359999997,128.315905600000008,,,,,,,,,,
759,경상남도,통영시,가동섬,34.610406120000000,128.273855999999995,,,,,,,,,,
760,경상남도,통영시,광주도,34.618339929999998,128.271088300000002,,,,,,,,,,
761,경상남도,통영시,상여도,34.620290189999999,128.256000300000011,,,,,,,,,,
762,경상남도,통영시,삼녀도(삼례도),34.619464450000002,128.255715000000009,,,,,,,,,,
763,경상남도,통영시,내장덕도,34.605994000000003,128.325965800000006,247,247,247,247,247,247,247,247,247,247
764,경상남도,통영시,가메동섬(내초도터널바위),34.621571869999997,128.298309200000006,,,,,,,,,,
765,경상남도,통영시,외장덕도,34.593388509999997,128.332813100000010,408,408,408,408,408,408,408,408,408,408
766,경상남도,통영시,안제립여,34.556291450000003,128.342722000000009,,,,,,,,,,
767,경상남도,통영시,바깥제립여(제림여),34.554906729999999,128.343304600000010,,,,,,,,,,
768,경상남도,통영시,칼바위여,34.569176740000003,128.348511900000005,,,,,,,,,,
769,경상남도,통영시,메주여,34.577940429999998,128.352280799999988,,,,,,,,,,
770,경상남도,통영시,적도새끼섬,34.660350940000001,128.316516299999989,,,,,,,,,,
771,경상남도,통영시,봉도새끼섬2,34.669365749999997,128.306539899999990,,,,,,,,,,
772,경상남도,통영시,새끼섬,34.690522110000003,128.184957400000002,,,,,,,,,,
773,경상남도,통영시,갈도부속섬1,34.557222179999997,128.183220599999999,,,,,,,,,,
774,경상남도,통영시,갈도부속섬2,34.562222220000002,128.187500000000000,,,,,,,,,,
775,경상남도,통영시,갈도부속섬3,34.558550380000000,128.183147899999994,,,,,,,,,,
776,경상남도,통영시,사형제섬1,34.635254680000003,128.376675500000005,,,,,,,,,,
777,경상남도,통영시,사형제섬2,34.634328029999999,128.377263599999992,,,,,,,,,,
778,경상남도,통영시,사형제섬3,34.633474020000001,128.378891199999998,,,,,,,,,,
779,경상남도,통영시,네바위,34.636233930000003,128.375272999999993,,,,,,,,,,
780,경상남도,통영시,촛대바위1,34.641864060000003,128.345288399999987,,,,,,,,,,
781,경상남도,통영시,촛대바위2,34.641359799999996,128.345256299999988,,,,,,,,,,
782,경상남도,통영시,깃대바위,34.639409630000003,128.349776700000007,,,,,,,,,,
783,경상남도,통영시,필도부속섬1,34.853332150000000,128.340837899999997,32,32,32,32,32,32,32,32,32,32
784,경상남도,통영시,필도부속섬2,34.853164640000003,128.340425000000010,92,92,92,92,92,92,92,92,92,92
785,경상남도,통영시,별이섬(연도),34.851318610000000,128.347293299999990,5,5,5,5,5,5,5,5,5,5
786,경상남도,통영시,고암,34.497798160000002,128.476138099999986,,,,,,,,,,
787,경상남도,통영시,태도(사파도),34.828820190000002,128.316159400000004,11,11,11,11,11,11,11,11,11,11
788,경상남도,통영시,돌거칠리도,34.673750710000000,128.225658799999991,,,,,,,,,,
789,경상남도,통영시,자사리제도(5),34.568912300000001,128.353015499999998,,,,,,,,,,
790,경상남도,통영시,무명섬(2),34.676666670000003,128.232499999999987,,,,,,,,,,
791,경상남도,통영시,막도,34.674038600000003,128.278161600000004,,,,,,,,,,
792,경상남도,통영시,좌사리도,34.560297200000001,128.345498999999990,,,,,,,,,,
793,경상남도,통영시,갈매기섬,34.540615199999998,128.433774800000009,,,,,,,,,,
794,경상남도,통영시,(미부여),34.654769999999999,128.342461100000008,,,,,,,,,,
795,경상남도,통영시,(미부여),34.670692299999999,128.362277799999987,,,,,,,,,,
796,경상남도,통영시,외부지도,34.695593500000001,128.396465100000000,,,,,,,,,,
797,경상남도,통영시,(미부여),34.682841600000003,128.257604600000008,,,,,,,,,,
798,경상남도,통영시,(미부여),34.711075399999999,128.191097600000006,,,,,,,,,,
799,경상남도,통영시,(미부여),34.699809899999998,128.399691999999988,,,,,,,,,,
800,경상남도,통영시,새여,34.700266599999999,128.398972200000003,,,,,,,,,,
801,경상남도,통영시,(미부여),34.655255199999999,128.344703399999986,,,,,,,,,,
802,경상남도,통영시,(미부여),34.606687999999998,128.259909999999991,,,,,,,,,,
803,경상남도,통영시,(미부여),34.805808800000001,128.499765300000007,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311
804,경상남도,통영시,(미부여),34.821476599999997,128.172874100000001,,,,,,,,,,
805,경상남도,통영시,(미부여),34.833583099999998,128.390060799999986,180,180,180,180,180,180,180,180,180,180
806,경상남도,통영시,하항도,34.837696500000000,128.380171399999995,94,94,94,94,94,94,94,94,94,94
807,경상남도,통영시,소여,34.758166199999998,128.505611700000003,1868,1868,1868,1868,1868,1868,1868,1868,1868,1868
808,경상남도,하동군,쫑기도,34.998611109999999,127.921388899999997,,,,,,,,,,
809,경상남도,하동군,장장목도(혈도),34.964642240000003,127.901719499999999,,,,,,,,,,
810,경상남도,하동군,수령도,34.958888889999997,127.902500000000003,,,,,,,,,,
811,경상남도,하동군,고도,34.954999999999998,127.901111099999994,,,,,,,,,,
812,경상남도,하동군,학섬,34.948055560000000,127.858888899999997,,,,,,,,,,
813,경상남도,하동군,대섬,34.948888889999999,127.839166700000007,,,,,,,,,,
814,경상남도,하동군,넓은섬,34.941388889999999,127.837777799999998,,,,,,,,,,
815,경상남도,하동군,쪼각섬,34.938611109999997,127.837777799999998,,,,,,,,,,
816,경상남도,하동군,동굴섬,34.935555559999997,127.837222199999999,,,,,,,,,,
817,경상남도,하동군,주지섬,34.931944440000002,127.838888900000001,,,,,,,,,,
818,경상남도,하동군,용도,34.925277780000002,127.831388899999993,,,,,,,,,,
819,경상남도,하동군,농섬,34.932499999999997,127.828055599999999,,,,,,,,,,
820,경상남도,하동군,변월도,34.931944440000002,127.825833299999999,,,,,,,,,,
821,경상남도,하동군,솥땡도,34.970324020000000,127.909385299999997,,,,,,,,,,
822,경상남도,하동군,작은솔섬,34.975983589999998,127.915298000000007,,,,,,,,,,
823,경상남도,하동군,북섬(장구섬),34.968478310000002,127.919561799999997,,,,,,,,,,
824,경상남도,하동군,변월도,34.933892200000003,127.815749199999999,,,,,,,,,,
825,경상남도,하동군,소마도,34.935430199999999,127.781829200000004,6478,6478,6478,6478,6478,6478,6478,6478,6478,6478
826,경상남도,하동군,오동도,34.938392299999997,127.788273200000006,,,,,,,,,,
827,경상남도,하동군,마도,34.939096900000003,127.780983699999993,6478,6478,6478,6478,6478,6478,6478,6478,6478,6478
828,경상남도,하동군,나물섬,34.971407200000002,127.916890899999999,,,,,,,,,,
829,경상남도,하동군,돌섬,34.966198200000001,127.901008700000006,,,,,,,,,,
830,경상남도,하동군,토끼섬,34.978965199999998,127.915785700000001,,,,,,,,,,
831,경상남도,하동군,작은방아섬,34.979435000000002,127.925567599999994,,,,,,,,,,
832,경상남도,하동군,섬북섬,34.973289200000004,127.922353000000001,,,,,,,,,,
833,경상남도,하동군,고무섬,34.961568300000003,127.902511599999997,,,,,,,,,,
834,경상남도,하동군,(미부여),34.963288599999998,127.901974999999993,,,,,,,,,,
835,경상남도,하동군,장도,34.925525999999998,127.839765299999996,,,,,,,,,,
836,부산광역시,강서구,대마등도,35.076111109999999,128.915833300000003,57,57,57,57,57,57,57,57,57,57
837,부산광역시,강서구,"장자도(흐릉등, 옥림등)",35.060000000000002,128.913055600000007,759,759,759,759,759,759,759,759,759,759
838,부산광역시,강서구,신자도,35.058888889999999,128.897777800000000,18,18,18,18,18,18,18,18,18,18
839,부산광역시,강서구,호도(범여섬),35.008986839999999,128.780395700000014,,,,,,,,,,
840,부산광역시,강서구,대죽도,35.012959960000003,128.773632200000009,,,,,,,,,,
841,부산광역시,강서구,중죽도,35.014021100000001,128.767163000000011,,,,,,,,,,
842,부산광역시,강서구,말박도(미박도),35.017044499999997,128.762292199999990,,,,,,,,,,
843,부산광역시,강서구,망산도(말무섬),35.096778880000002,128.820806400000009,,,,,,,,,,
844,부산광역시,강서구,유주암,35.095827919999998,128.823494899999986,,,,,,,,,,
845,부산광역시,강서구,감수서,35.022413299999997,128.804462199999989,33,33,33,33,33,33,33,33,33,33
846,부산광역시,강서구,(미부여),34.997032400000002,128.839740199999994,2,2,2,2,2,2,2,2,2,2
847,부산광역시,기장군,장구섬,35.244476900000002,129.252646499999997,,,,,,,,,,
848,부산광역시,남구,방패섬,35.098064149999999,129.123981600000008,,,,,,,,,,
849,부산광역시,남구,솔섬,35.097558870000000,129.124259599999988,,,,,,,,,,
850,부산광역시,남구,"수리섬(비석섬, 집게섬)",35.093795770000000,129.126482799999991,,,,,,,,,,
851,부산광역시,남구,송곳섬(비석섬),35.092941160000002,129.126941399999993,,,,,,,,,,
852,부산광역시,남구,굴섬,35.092046600000003,129.126947599999994,,,,,,,,,,
853,부산광역시,남구,등대섬,35.091155139999998,129.126908299999997,,,,,,,,,,
854,부산광역시,남구,"나암(동섬, 똥섬)",35.097406710000001,129.118756399999995,,,,,,,,,,
855,부산광역시,사하구,금문도(거북섬),35.043483879999997,128.999214400000000,,,,,,,,,,
856,부산광역시,사하구,오리섬,35.043775560000000,128.991925100000003,,,,,,,,,,
857,부산광역시,사하구,솔섬(송도),35.045149340000002,128.981770200000000,,,,,,,,,,
858,부산광역시,사하구,"경도(고래섬, 모자섬)",35.036946290000003,128.982349699999986,,,,,,,,,,
859,부산광역시,사하구,동섬,35.029879630000003,128.977170000000001,,,,,,,,,,
860,부산광역시,사하구,서도(쥐섬),35.028600349999998,128.973131899999998,,,,,,,,,,
861,부산광역시,사하구,자섬,35.042933380000001,128.999334099999999,,,,,,,,,,
862,부산광역시,사하구,동호섬(아들딸섬),35.027045979999997,128.970637799999992,,,,,,,,,,
863,부산광역시,사하구,맹금머리도(맹금머리등),35.072499999999998,128.944166700000011,,,,,,,,,,
864,부산광역시,사하구,백합등,35.057777780000002,128.938333300000011,,,,,,,,,,
865,부산광역시,사하구,북형제도,34.932730560000003,128.974127799999991,,,,,,,,,,
866,부산광역시,사하구,남형제도,34.885026940000003,128.952070300000003,5,5,5,5,5,5,5,5,5,5
867,부산광역시,사하구,도요등(철새등),35.049722220000000,128.946388899999988,,,,,,,,,,
868,부산광역시,사하구,"목도(나무섬, 유구도)",34.980085850000002,128.990438399999988,64,64,64,64,64,64,64,64,64,64
869,부산광역시,사하구,몰운대등표섬,35.035423330000000,128.974820200000011,,,,,,,,,,
870,부산광역시,사하구,(미부여),34.887029099999999,128.952137899999997,6,6,6,6,6,6,6,6,6,6
871,부산광역시,서구,거북섬,35.075288929999999,129.022358800000006,,,,,,,,,,
872,부산광역시,서구,동섬,35.061944439999998,129.022777800000000,,,,,,,,,,
873,부산광역시,서구,두도,35.049064780000002,129.015023399999990,,,,,,,,,,
874,부산광역시,수영구,무석도(안개돌섬),35.152913890000001,129.123799999999989,,,,,,,,,,
875,부산광역시,해운대구,1.5미이터암,35.169226770000002,129.217472500000014,,,,,,,,,,
876,부산광역시,영도구,생도,35.037146170000000,129.092838499999999,,,,,,,,,,
877,경상남도,통영시,홍도,34.537567039999999,128.732858300000004,,,,,,,,,,
878,전라남도,여수시,간여(간여암),34.287802390000003,127.854710200000000,17,17,17,17,17,17,17,17,17,17
879,전라남도,여수시,하백도,34.035220000000002,127.606832999999995,,,,,,,,,,
880,전라남도,신안군,"소국흘도(소구굴도, 소굴도)",34.117992999999998,125.078113099999996,,,,,,,,,,
881,전라남도,신안군,높은섬(고서),34.719847899999998,125.189055699999997,,,,,,,,,,
882,전라남도,강진군,외호도,34.462222220000001,126.790000000000006,,,,,,,,,,
883,전라남도,강진군,대오도,34.449309270000001,126.812784699999995,6478,6478,6478,6478,6478,6478,6478,6478,6478,6478
884,전라남도,강진군,소오도,34.449131999999999,126.814736900000000,6478,6478,6478,6478,6478,6478,6478,6478,6478,6478
885,전라남도,강진군,내호도,34.465817370000003,126.798785400000000,,,,,,,,,,
886,전라남도,강진군,바래도,34.500531000000002,126.774194699999995,,,,,,,,,,
887,전라남도,강진군,복섬,34.450514699999999,126.750956099999996,,,,,,,,,,
888,전라남도,강진군,죽도,34.563159499999998,126.782270100000005,,,,,,,,,,
889,전라남도,고흥군,상송도,34.519624000000000,127.162864499999998,353,353,353,353,353,353,353,353,353,353
890,전라남도,고흥군,하송도,34.518896650000002,127.155468700000000,15,15,15,15,15,15,15,15,15,15
891,전라남도,고흥군,죽도,34.509684600000000,127.464305699999997,,,,,,,,,,
892,전라남도,고흥군,동백도,34.513665789999997,127.468321599999996,,,,,,,,,,
893,전라남도,고흥군,대고두도,34.490252150000003,127.126373500000000,,,,,,,,,,
894,전라남도,고흥군,소고두도,34.489370530000002,127.126909699999999,,,,,,,,,,
895,전라남도,고흥군,장재도,34.497053729999998,127.128736500000002,,,,,,,,,,
896,전라남도,고흥군,장재1도,34.493200649999999,127.126096200000006,,,,,,,,,,
897,전라남도,고흥군,실억도(시래기섬),34.583793810000003,127.127555999999998,,,,,,,,,,
898,전라남도,고흥군,소륵하도,34.499722890000001,127.114124500000003,,,,,,,,,,
899,전라남도,고흥군,사포기도(브라자섬),34.524666430000003,127.112522299999995,,,,,,,,,,
900,전라남도,고흥군,"송학도(송도, 솔섬)",34.397207229999999,127.262786000000006,21,21,21,21,21,21,21,21,21,21
901,전라남도,고흥군,경도(목섬),34.385715249999997,127.272500800000003,24,24,24,24,24,24,24,24,24,24
902,전라남도,고흥군,항도(고래섬),34.380994960000002,127.277223300000003,10,10,10,10,10,10,10,10,10,10
903,전라남도,고흥군,바래도(발섬),34.377858430000003,127.273940199999998,6,6,6,6,6,6,6,6,6,6
904,전라남도,고흥군,부아도(어구낙),34.375692850000000,127.195872399999999,,,,,,,,,,
905,전라남도,고흥군,매밀도(매밀여),34.402395239999997,127.243515799999997,,,,,,,,,,
906,전라남도,고흥군,까락도,34.381771239999999,127.264945800000007,7,7,7,7,7,7,7,7,7,7
907,전라남도,고흥군,세도(세여),34.378257150000003,127.269532400000003,2,2,2,2,2,2,2,2,2,2
908,전라남도,고흥군,소발도(작은발섬),34.374514240000003,127.277062500000000,,,,,,,,,,
909,전라남도,고흥군,양부도,34.403798260000002,127.248607899999996,,,,,,,,,,
910,전라남도,고흥군,무학도,34.319668890000003,127.320721100000000,76,76,76,76,76,76,76,76,76,76
911,전라남도,고흥군,만재도,34.524222420000001,127.191088399999998,,,,,,,,,,
912,전라남도,고흥군,형제도,34.422910889999997,127.123238999999998,,,,,,,,,,
913,전라남도,고흥군,오동도,34.442306940000002,127.093569700000003,,,,,,,,,,
914,전라남도,고흥군,"주루묵1(주이정, 주유목)",34.475203729999997,127.237192500000006,,,,,,,,,,
915,전라남도,고흥군,"주루묵2(딴주유목, 행도)",34.479461389999997,127.234626700000007,,,,,,,,,,
916,전라남도,고흥군,계도(닭섬),34.494660240000002,127.234137300000000,,,,,,,,,,
917,전라남도,고흥군,계도1도,34.494301880000002,127.237529499999994,,,,,,,,,,
918,전라남도,고흥군,적색암도,34.490952510000000,127.239629500000007,,,,,,,,,,
919,전라남도,고흥군,대취도,34.440386040000000,127.225421100000005,,,,,,,,,,
920,전라남도,고흥군,대취1도,34.442603519999999,127.227282299999999,,,,,,,,,,
921,전라남도,고흥군,소취도,34.437891120000003,127.220645700000006,,,,,,,,,,
922,전라남도,고흥군,유리도,34.497773750000000,127.270178900000005,,,,,,,,,,
923,전라남도,고흥군,대염도,34.434017220000001,127.324556700000002,,,,,,,,,,
924,전라남도,고흥군,제2송도(솔목섬),34.467109550000004,127.300015700000003,,,,,,,,,,
925,전라남도,고흥군,구암도(염목),34.465721209999998,127.283338599999993,,,,,,,,,,
926,전라남도,고흥군,"대구도(머구섬, 큰소리섬)",34.483304109999999,127.355894599999999,,,,,,,,,,
927,전라남도,고흥군,배도,34.481502110000001,127.357031199999994,,,,,,,,,,
928,전라남도,고흥군,발아도(청룡여),34.482802040000003,127.345859099999998,,,,,,,,,,
929,전라남도,고흥군,오동1도(갈모여),34.479023200000000,127.353734299999999,,,,,,,,,,
930,전라남도,고흥군,추도,34.480209289999998,127.381448500000005,,,,,,,,,,
931,전라남도,고흥군,오리동도(소두방도),34.505687750000000,127.388186899999994,,,,,,,,,,
932,전라남도,고흥군,덕산도,34.481683609999997,127.381363100000002,,,,,,,,,,
933,전라남도,고흥군,정도(독섬),34.480089839999998,127.366439299999996,,,,,,,,,,
934,전라남도,고흥군,소염도(소고도),34.435608610000003,127.330159699999996,,,,,,,,,,
935,전라남도,고흥군,오도,34.430995590000002,127.341379900000007,,,,,,,,,,
936,전라남도,고흥군,형제도,34.454741149999997,127.283621400000001,,,,,,,,,,
937,전라남도,고흥군,유두도(써랫도),34.461712990000002,127.290124300000002,,,,,,,,,,
938,전라남도,고흥군,형제1도,34.458368630000002,127.283384799999993,,,,,,,,,,
939,전라남도,고흥군,탕건도(탕건여),34.366517969999997,127.510421399999998,,,,,,,,,,
940,전라남도,고흥군,오형제도(큰솔섬),34.492575660000000,127.396616600000002,,,,,,,,,,
941,전라남도,고흥군,소리도(성수도),34.490595610000000,127.398549299999999,,,,,,,,,,
942,전라남도,고흥군,용서도(소룡도),34.515605319999999,127.413467999999995,196,196,196,196,196,196,196,196,196,196
943,전라남도,고흥군,두리도(대룡도),34.511803430000001,127.413586400000000,245,245,245,245,245,245,245,245,245,245
944,전라남도,고흥군,구도,34.472074419999998,127.371195400000005,,,,,,,,,,
945,전라남도,고흥군,삼도,34.461665320000002,127.360248999999996,,,,,,,,,,
946,전라남도,고흥군,석환도,34.441049110000002,127.367531600000007,,,,,,,,,,
947,전라남도,고흥군,장구도,34.451870710000001,127.370318299999994,,,,,,,,,,
948,전라남도,고흥군,장구1도,34.452526870000000,127.370829000000001,,,,,,,,,,
